id	random	valence	sd	text
3167	1	-0.70	1.25	"Le tribunal fédéral de Lausanne a rejeté le recours déposé par Marc et deux sociétés du groupe Schneider contre l'entraide accordée à la Belgique par les autorités judiciaires genevoises qui a permis de découvrir l'existence d'une dizaine de sociétés "" off shore "" par lesquelles des sommes très importantes avaient transité."
4048	1	-0.70	1.06	Au VLD de Max , qui conteste le récent rapport de la Banque nationale, il réplique que ce parti ne pourra continuer à nier la lumière du jour.
4988	1	-0.70	0.82	Lundi, son collègue PS chargé du Budget Luc décidait à son tour d'opter pour une mise au frigo du projet.
5529	1	-0.70	1.06	"Parallèlement, Luc se défend énergiquement, de "" prendre l'argent des autres ""."
5698	1	-0.70	0.82	L'accusation a tout particulièrement stigmatisé la production par la défense de Luc , d'un cahier intime contenant trois lettres non envoyées d'Anne-Valérie, la fille du maire de Lyon et l'épouse de Jean .
5711	1	-0.70	0.95	Il faut lire, par exemple, et non pour s'en repaître mais pour mesurer les risques d'une telle entreprise quand elle échappe à la maîtrise de ses concepteurs, les notices consacrées aux oeuvres de Tom (quoi qu'on en pense, d'ailleurs!).
6399	1	-0.70	0.67	"Est-ce la raison de la charge à fond menée contre les ""chiraquiens"" et leur champion par Luc , lors d'un meeting à Marseille, lundi soir?"
7127	1	-0.70	0.95	Soumis à la pression de journaux et d'une large fraction du monde politique flamand, Luc avait, en 1994, demandé à la Cour de cassation - qui aura le dernier mot - de rouvrir l'affaire Jean .
9449	1	-0.70	1.25	Si Jeanne a été victime d'une justice trop expéditive, ce serait un cas peu fréquent.
10871	1	-0.70	0.67	"En attendant, on glose sur ""l'indécente proposition"" de Jean ."
2131	1	-0.60	0.52	"Les noms de Luc et de Tom (cité comme intermédiaire incontournable) étaient cités ainsi qu'une étrange société "" Cardon "", du nom du témoin qui dit avoir transmis en 1988 à Luc les exigences financières de Max ."
3623	1	-0.60	0.70	"Max et Luc ont donc tenté d'alimenter le "" feu mis aux poudres "" par la désormais célèbre note de politique culturelle de Jean à son conseil d'administration."
4649	1	-0.60	0.97	"À Londres, on juge pourtant qu'en déployant le tapis rouge devant Tom , la Maison-Blanche fait une double erreur de "" timing ""."
4713	1	-0.60	0.84	Il répondait ainsi à qui a regretté cet abandon. - La rue du Moulin qui dessert la station de pompage de la Vlaamse Maatschappij voor Watervoorziening doit être égoutée.
4917	1	-0.60	0.70	Luc découvrira les spéciales portugaises sur son Opel Astra et il prévient que ce n'est pas après cinq ou sept passages en reconnaissance que l'on peut prétendre à une performance décapante en championnat du monde.
6119	1	-0.60	0.97	Du reste, les Américains ont été tellement impressionnés par Marc que leurs (coupables) ressortissants n'ont peut-être même pas encore quitté le sol français!
6300	1	-0.60	1.26	Nos chances de qualification étaient donc singulièrement hypothéquées quand l'entraîneur fédéral prit le risque de relancer Jean qui connaissait une seconde jeunesse à Beringen.
6497	1	-0.60	0.84	De son côté, Tom nous signa un retour aux affaires dénué de tout éclat...
7969	1	-0.60	0.70	Comme Pierre , comme les rédacteurs du Larousse et du Robert, je crois que aulx est aujourd'hui obsolète - sans doute victime de son homophonie avec eaux - et que le pluriel ails s'est généralisé.
8832	1	-0.60	1.17	Les partis entendent caresser l'opinion dans le sens du poil, enchaîne Marc .
9452	1	-0.60	0.70	A l'inverse, le retrait de Marc de la course à la présidence française, a, lui aussi, mis les marchés financiers en émoi alors que l'homme défendait des projets peu conformes à la vulgate monétariste à l'aune de laquelle les marchés jaugent les disciplines gouvernementales.
10036	1	-0.60	0.84	"Il a, aussi, pu se frotter aux camionneurs et, au passage, à son ""vieil ami"" Luc ."
10170	1	-0.60	0.70	C'est une chose que l'armistice fouronnais ne permet d'ailleurs pas, mais que réclament Jean et l'opposition PRL-FDF.
10180	1	-0.60	0.70	Tom ne comptait que 132 points, c'est-à-dire seulement 6 de plus que Luc .
18	1	-0.50	1.35	Personne n'a vraiment joué pour gagner, samedi dernier, explique Jeanne .
165	1	-0.50	0.85	Marc reprend les propos que son frère Luc avait tenus le 21 juillet 1993, quelques jours avant sa mort :
331	1	-0.50	1.27	On ne donnait toutefois pas cher de ses chances de vaincre quand deux faits de course les multiplièrent coup sur coup: une touchette de Luc (roue mal serrée en sortant des stands) et les drapeaux jaunes qui en résultèrent freinèrent tout d'abord la remontée de ses adversaires brésilien et canadien, relégués aux 11e et 12e places dans la file des voitures rangées derrière la pace-car entre les 173e et 185e boucles;
1204	1	-0.50	0.71	Le syndicat de Marc préférant recourir à l'arsenal syndical traditionnel.
1926	1	-0.50	0.71	Pierre estime que si les accords de Schengen n'aboutissaient pas à renforcer la frontière européenne commune, il appartiendrait à la France d'en tirer les conséquences et de renégocier les conditions d'application de ces accords avec ses partenaires.
2621	1	-0.50	0.53	"Marc ne présentera pas ses listes "" alternatives "" le 21 mai."
2718	1	-0.50	0.53	En accordant une dérogation à la Sabena, le vice-Premier ministre et ministre des Communications Marc a-t-il ouvert la boîte de Pandore ?
3017	1	-0.50	0.53	Son point de vue est diamétralement opposé à celui de Marc et des troupes du PSC selon lesquels il conviendrait tout simplement de considérer les bulletins bleus comme nuls.
3560	1	-0.50	0.71	"Marc , désormais assuré d'accéder après de longues polémiques à la direction de l'Organisation mondiale du Commerce, réussira-t-il à se débarrasser de l'image de ""protecteur des agriculteurs européens et du film français"", pour reprendre l'expression d'un quotidien américain?"
3911	1	-0.50	1.08	Enfin, personne, à Washington, ne semblait enclin à laisser la découverte d'explosifs en Ulster (dénoncée par Max comme une provocation) gâcher cette journée exceptionnelle.
4343	1	-0.50	0.71	Pierre dispose d'un mois pour introduire un pourvoi devant la Cour de cassation.
4906	1	-0.50	0.53	Son coach, Jean , espérait tout de même recevoir des nouvelles dans le courant de la soirée.
4946	1	-0.50	0.53	"Un retard (était-il diplomatique ?) au départ de Bruxelles a empêché Pierre de passer prendre un pot au "" Saint-Léger ""."
4953	1	-0.50	1.96	Chaque jour apporte son lot de révélations dans le dossier de l'assassinat de Marc , tué le 18 juillet 1991.
6055	1	-0.50	0.53	Lorsque j'évoluais au Beerschot, Pierre m'a demandé un jour d'enlever ma boucle d'oreille.
6866	1	-0.50	0.97	"Selon Marc , le gouvernement socialiste n'y était pour rien... et Jean qui dément tout en bloc, se déclare prêt à assumer ""toutes les responsabilités""."
6990	1	-0.50	0.53	"Les ""sherpas"" du Pacte social, dont Pierre , la jugeaient obsolète."
7085	1	-0.50	0.53	Alors que TF 1 présentait le soir même interviews et images avec le sigle, énorme, d'exclusivité, la présentatrice adverse se borna, elle, à préciser que Luc est aussi un homme d'affaires.
8373	1	-0.50	0.53	Rappelons qu'en 1992 Jean avait dû patienter neuf mois avant d'être officiellement bourgmestre.
9145	1	-0.50	1.18	"Telles étaient les questions à l'ordre du jour du premier colloque de la coordination des mouvements wallons et bruxellois qui s'est tenu, samedi, dans la capitale, avec la participation de plusieurs organisations francophones pointues comme ""Wallonie-France"", le mouvement ""Wallon pour le retour à la France"", ""Wallonie libre"", ""Bruxelles libre européenne"", Bruxelles français, coeur de l'Europe"" et ""Wallonie région d'Europe"", que préside Tom ."
9603	1	-0.50	0.53	Il y a trois ans, Tom avait dû attendre neuf mois pour devenir bourgmestre...
10073	1	-0.50	1.27	Ils doivent accepter Tom avec ses défauts... sinon ils auraient dû le laisser à Bruges et garder Max .
10109	1	-0.50	0.71	Luc n'a en rien démérité, mais ce sont les nouvelles fonctions qu'il exercera dans l'administration bruxelloise qui rendent impossible la continuation de son intérim.
10165	1	-0.50	0.85	Pierre a tort de dire que la balle est maintenant dans le camp de Tom , puisqu'ils sont dans le même camp.
10220	1	-0.50	0.71	Et comme nous, sans doute, les très nombreux Framerisois venus assister - dans des conditions sympathiques, mais indignes d'une entité moderne - à l'installation d'un conseil communal à l'équilibre précaire: quatorze élus pour la majorité PS-PRL de Jean et treize sur les bancs de l'opposition PSC de Pierre .
10940	1	-0.50	0.71	Les alliés du chef du gouvernement démissionnaire (les partis du pôle de la droite à l'exception de la Ligue de Jean ont émis un communiqué prouvant qu'ils restaient sur leurs positions.
920	1	-0.40	1.07	"A ses flancs vient de surgir une sensibilité proche, typique de la période d'incertitude dans laquelle flotte la France émergeant (mal) de la crise : le mouvement "" Combat pour les valeurs "", lancé dès 1991 par Max , ancien du Parti Républicain."
1256	1	-0.40	0.70	En étrennant cette formule après Beloeil et Mouscron, Tournai prenait en tout cas de court le cabinet de Max qui marchait visiblement sur des oeufs.
2343	1	-0.40	1.17	Même s'ils ne furent guère inspirés, les hommes de Tom auraient largement mérité de regagner la chaussée du Lisp avec un point.
2758	1	-0.40	1.17	Tom , vient de mettre un pied dans la porte que Jean tente de refermer sur la constitution d'un réseau de télécommunications indépendant de Belgacom auquel rêve le président du gouvernement flamand.
2802	1	-0.40	0.97	"Un courrier adressé en juin 1994 à Jean par le président de la Cour fait état de prix ""normaux"" allant de 38.000 à 41.000 F, estimations transposées aux conditions de 1992."
4270	1	-0.40	0.84	Cette proposition est inscrite à l'ordre du jour de la commission de la Justice du Sénat, mais le groupe socialiste, présidé par Marc , souhaite que ce texte soit adopté par le Parlement avant la dissolution des Chambres.
4643	1	-0.40	1.17	L'appétit boulimique dont fait montre Pierre pour le moment dans le domaine de la direction doit être considéré comme un épisode d'exception, c'est du moins ce qu'il a déclaré lors de la conférence de presse qu'il a donnée le lendemain matin.
5007	1	-0.40	1.35	Son skipper, Tom , n'avait pas d'adversaire pour remporter son premier succès - après trois défaites - dans ce dernier tour éliminatoire.
5087	1	-0.40	0.97	"Les raisons de Jean de "" ne pas y aller "" sont sérieuses."
6891	1	-0.40	0.84	Marc , l'initiateur des Assises, refuse quant à lui d'entrer dans la polémique.
10912	1	-0.40	1.35	Après l'heure de gloire des zouaves chrétiens de Max , voici venir le temps de la réforme et des vétérans de l'ordre libéral.
622	1	-0.30	0.67	Tom ne veut pas de poursuites transfrontalières à deux vitesses.
1728	1	-0.30	0.48	"Il est donc abusif de l'employer comme nom commun pour ce qui s'appelle officiellement, en Belgique comme en France, l'annuaire du téléphone ou des téléphones "", écrivait Tom ."
2714	1	-0.30	1.16	"Luc a aussi dégonflé l'effrayante baudruche d'un "" plan global bis "" en juillet."
3808	1	-0.30	0.67	Suffisamment pour que l'estocade prévue (dans le texte dactylographié) pour Max ne soit pas portée.
3851	1	-0.30	0.95	Le chantier en cours coûtera l'équivalent de 35 millions comme le confirme le rapport fourni à la SRWL par Max .
7689	1	-0.30	0.67	Et sera d'autant plus chaud, qu'à la mi-mars, le gouvernement flamand prendra politiquement position sur le sujet (en fonction de l'étude commandée par son ministre des Réformes institutionnelles, le VU Jean) .
7853	1	-0.30	0.48	Administrateur de la Sûreté de l'État de 1977 à 1990, Marc est resté jusqu'à ces derniers jours un homme terriblement secret.
7937	1	-0.30	0.48	"A Chamonix comme à Grenade, disait Tom en évoquant la première étape pluvieuse de ""son"" Paris-Dakar, l'organisateur ne commande pas les conditions atmosphériques."
8378	1	-0.30	0.95	Pour deux préventions auxquelles le premier avocat général Marc a déjà renoncé: non, Luc n'a pas fait partie d'une association de malfaiteurs, non il n'a volé de bateau gonflable.
8533	1	-0.30	0.48	Tout comme au PS où Tom s'est étonné des états d'âme du Premier ministre:
8672	1	-0.30	0.95	Même lorsqu'il évoque le caractère flamand de son parti, Tom sort des sentiers battus:
9138	1	-0.30	0.48	Ainsi parlait Pierre , il y a un mois à peine, pour justifier la mise sur le marché d'une partie du capital de l'entreprise publique de télécommunications.
9699	1	-0.30	0.67	Et contrairement à juillet, lorsque les députés s'en étaient pris à la personnalité de Luc et surtout à la procédure mouvementée de sa désignation, il s'agit cette fois de juger l'équipe des vingt commissaires et la politique qu'elle entend mener.
10886	1	-0.30	0.48	Pour vous, Jean bourgmestre ce serait un moindre mal en comparaison d'une modification du statut des Fourons?
71	1	-0.20	0.42	Max va-t-il céder ?
150	1	-0.20	0.79	Le conflit en Tchétchénie a été abordé aussi lors de la réception, pendant dix minutes, de Jean par le président Max et le secrétaire d'État Pierre .
657	1	-0.20	1.14	Comme Pierre , vous prenez un look social à l'approche des élections ?
1434	1	-0.20	1.23	Moi, ils me voyaient comme une femme assez moche - ils ne savaient pas que j'étais Tom à cause du travestissement.
1986	1	-0.20	0.79	Par ce missile, Tom , répond au courrier express envoyé ce mercredi, par Écolo, aux responsables des partis et notamment à l'IBW (Intercommunale du Brabant wallon), interlocutrice-clé au rayon déchets.
2005	1	-0.20	0.92	Luc a donc - comme ses avocats l'ont déclaré - reçu ce don de sa propre initiative et contrairement à ce qui avait été convenu.
3914	1	-0.20	0.79	"Il connaissait donc bien la "" Caisse noire "" d'Alcatel, comme l'affirmaient hier certains de nos confrères français, et il est donc susceptible d'intéresser le jude Tom , qui, lui, enquête sur le groupe de Pierre ?"
4092	1	-0.20	1.32	"Effet confirmé et donc très significatif de l'Objectif 1 sur la province, insiste Luc qui, par ailleurs, dit ne faire aucun fétichisme sur l'ancrage wallon, ajoutant à propos des "" délocalisations "" faisant l'objet de commentaires acerbes au nord du pays que la Wallonie est et reste le principal marché de la Flandre "" et vice versa )."
4505	1	-0.20	0.42	"L'encyclique de l'Église catholique sur la vie, ""Evangelium Vitae"", sera signée le 25 mars par Marc et publiée le 30 mars, a annoncé un communiqué du Vatican."
5355	1	-0.20	1.40	Pierre dit avoir été avisé en juin 1989, par la banque, d'un versement français sur son compte en Suisse.
5474	1	-0.20	0.63	"Pas du tout, insiste Pierre , la cellule chargée de piloter la manoeuvre : pour bien faire, espère Luc , le mémorandum devrait se ficher dans la "" déclaration de politique générale "" du prochain gouvernement communautaire."
5793	1	-0.20	1.23	Tom , dans le dossier Agusta, n'est donc couvert par aucune immunité diplomatique.
6326	1	-0.20	0.63	C'est un cas d'éthique plus qu'un problème déontologique que Luc pose à ses bourgmestre et échevins, via une conférence de presse.
6341	1	-0.20	0.63	"La ""Gazet van Antwerpen"" a donné, mardi, plus de précisions encore concernant la plainte qu'avait déposée Max auprès du Comité supérieur de contrôle."
6453	1	-0.20	0.92	Confirmant que des instructions nettes avaient été données depuis belle lurette pour refuser toute donation venant de l'industrie de l'armement, Marc a rappellé que, dans la réforme statutaire de 1992, il avait introduit parmi les organes du SP une commission financière composée de deux personnes - dont faisait partie Luc - et qui avait pour objet explicite de vérifier la régularité globale des comptes et l'adéquation aux budgets.
7124	1	-0.20	1.23	Notons que toute la Flandre ne veut pas faire de Marie une martyre à sa cause.
7827	1	-0.20	0.63	À Waremme, le cas de Tom fait l'objet d'un examen approfondi au ministère de l'Intérieur.
7981	1	-0.20	1.03	Interpellé en commission de la Chambre sur le projet de la société privée Eurometro - visant à relier le terminal TGV de la gare du Midi à l'aéroport par une nouvelle ligne de metro -, le ministre fédéral des Communications Pierre a répondu qu'il fallait examiner avec une extrême prudence l'augmentation des taxes d'aéroport dans le contexte de concurrence entre les plates-formes aéroportuaires du continent.
8195	1	-0.20	1.14	Max acceptera de bonne grâce cette arme réclamée par ses prédécesseurs républicains et refusée par un Congrès démocrate.
9046	1	-0.20	0.79	Au travers de l'éviction de Pierre , le Vatican vient de mettre un terme à Vatican II.
9499	1	-0.20	0.63	Ce site piqué par la mouche tsé-tsé sur lequel Tom voudrait que les édiles wavriens se penchent une fois pour toutes, c'est l'ancien hôtel de l'Escaille (1).
10266	1	-0.20	0.92	Mais quel hurlement aurait été poussé si Luc avait été élu, par le conseil de Fourons, Premier échevin faisant fonction de bourgmestre, sans perspective immédiate et concrète de destitution?
10448	1	-0.20	1.03	Une victoire aux dépens des Grecs et une défaite d'Antibes à Kiev relanceraient la manivelle, chuchottait Jean en préparant ce match sans Pierre mis au repos.
12	1	-0.10	0.74	Les joueurs de Charleroi ont déjà rejoint le littoral, hier soir, après leur dernier entraînement au cours duquel Jean n'a fait que shooter pour épargner ses chevilles tandis que Pierre recevait des soins aux adducteurs tout en participant aux principaux exercices.
198	1	-0.10	0.32	Mercredi, Marie a, lors d'une conférence de presse, expliqué que les maïeurs bruxellois ont reçu un courrier de l'Eglise de scientologie daté du 1er mars :
669	1	-0.10	1.20	"Jean , le "" Monsieur X "" aux cheveux coupés en brosse, a été arrêté."
2015	1	-0.10	0.99	Plus question de la relation spéciale entre États-Unis et Royaume-Uni : même si Luc évoqua d'emblée l'extraordinaire relation, aussi importante que jamais, Jean renvoya au président américain la question d'un journaliste sur la qualité de leur relation personnelle... aujourd'hui décrite comme suffisamment bonne pour supporter un désaccord sur un point précis.
2213	1	-0.10	0.74	Pierre rappelle que Marc a voté deux fois pour le Cora, au moment où il était toujours dans la majorité.
3970	1	-0.10	1.29	Par quel miracle la quadrature du cercle d'un financement alternatif recherché (en vain) déjà lorsqu' Jean officiait aux Travaux publics wallons a-t-elle pu s'accomplir hier ?
4007	1	-0.10	0.88	Jean , en revanche, a choisi d'augmenter la plupart de ces sommes dans son projet de budget : des cartouches pour un débat qui puise ses sources dans une vision toujours ambiguë des rapports entre culture et gouvernement.
4510	1	-0.10	0.32	Vers 15 heures, il aperçoit Luc quittant l'immeuble et prenant le volant de la voiture de Marie , qui se trouve devant l'appartement, pour se diriger vers les garages.
5443	1	-0.10	1.10	Le plus spectaculaire est le résultat de CSA : dès le premier tour, Luc s'impose par 25.5 % des intentions de vote devant Max crédité de 24 % et - ô surprise ! - Pierre à la traîne avec 20 % !
6557	1	-0.10	1.45	Pierre qui voulait s'illustrer devant Tom fut le premier à mettre le gardien flandrien à l'ouvrage par des débordements où il excelle dans l'art d'empoisonner les défenseurs, puis par une reprise de la tête, insuffisamment appuyée.
6847	1	-0.10	0.32	Pierre , invité à réagir, a dit que l'affaire qui l'atteignait touchait à la modernité.
7103	1	-0.10	0.57	Mais l'aile gauche du parti, prête à faire sécession, préconise la bannière de Jean .
7549	1	-0.10	0.74	Impossible de ne pas voir ce que Tom veut mettre en évidence:
8083	1	-0.10	0.74	À noter qu'il y a un pont entre les deux, puisque Tom a reçu, en mai 1991 déjà, copie de pièces du dossier Pierre transmises par Max .
8468	1	-0.10	1.45	Pierre a aussi fait le point sur les indemnisations des catastrophes de 1990 (tempêtes) et de 1993 (inondations).
8788	1	-0.10	1.20	Si nous voulons piloter à cent pour cent, nous devons être débarrassés du souci de changer nous-mêmes des pièces essentielles de la voiture, insistait Tom , par ailleurs satisfait d'avoir recouvré tous ses moyens pour prétendre à la victoire après son effroyable accident de la circulation d'avril dernier.
8931	1	-0.10	1.52	L'État hébreu a aussi enregistré avec satisfaction les prises de position de Tom contre l'attentat sanglant de Beit Lid.
9310	1	-0.10	1.45	Tom voulait rendre une petite visite à la dépouille de Lénine, exposée depuis 1924 dans le mausolée au pied de la muraille du Kremlin, sur la place Rouge.
9796	1	-0.10	0.74	"Jouant les fidèles experts de Marc d'abord, de Max ensuite, ce macro-économiste est devenu, presque malgré lui, le ""Monsieur Multimandats"" du Boulevard de l'Empereur."
9847	1	-0.10	0.74	"Comme il n'est pas indiqué de confier à la fois la supervision et le poste d""adjoint d'une même section à une même personne Luc quittera ses fonctions d'adjoint de Jean , qui aura son mot à dire dans la désignation du remplaçant de Luc , tout comme Pierre d'ailleurs en ce qui concerne les espoirs."
10024	1	-0.10	0.57	Quand Pierre dit que la Communauté française ne peut pas agir en Flandre, c'est vrai aussi: en Région de langue néerlandaise, seule la Communauté flamande peut intervenir.
10425	1	-0.10	0.57	Pierre réfute cette critique par un exemple, celui de sa fille.
10650	1	-0.10	1.29	Max n'a d'ailleurs aucun mal à admettre le vice qui l'habite.
638	1	0.00	0.00	Max , né à Paris le 29 novembre 1932, fils unique d'un cadre de l'industrie aéronautique.
1162	1	0.00	1.15	Max serait prêt à accepter un déficit de 30 millions à condition qu'un plan d'assainissement, respecté scrupuleusement, organise la résorption de ce déficit.
1189	1	0.00	1.33	"De tous les collaborateurs directs de Marc ; la présidente de ""L'Express"" et du ""Point"" est une des rares à avoir sa confiance."
2396	1	0.00	0.67	Or, l'écart révélé par les derniers sondages se réduit, avec Max comme avec Luc .
2428	1	0.00	0.67	"Max s'en prend lui aussi au gouvernement mais semble dire : "" Heureusement que les libéraux étaient là au cours des sept dernières années ""."
2464	1	0.00	1.05	A la Chambre, Pierre peut dormir sur ses deux oreilles mais, n'en déplaise à l'ami Tom , l'attribution du cinquième siège relève du vogelpik.
2822	1	0.00	0.00	"Un lecteur pourrait-il me communiquer les paroles des chansons: ""Unir"" et ""Les Travaux de la saison"", de Pierre ?"
2846	1	0.00	1.25	Le nouvel assistant de Jean ne risque évidemment pas d'être dépaysé par l'ambiance calcinante qui régnera, à coup sûr, dans l'arène sévillane.
2914	1	0.00	0.47	Dans la perspective des élections locales du 1er novembre, l'ANC ne peut pas faire l'économie de Max , que son renvoi aura rendue encore plus populaire dans les townships.
2996	1	0.00	1.25	Jean a enregistré cette nouvelle tuile avec une certaine philosophie.
3637	1	0.00	0.00	Samedi, lors de l'inauguration du salon multimédia à Charleroi, Luc l'affirmait.
3731	1	0.00	0.00	Samedi, Thairet devait discuter de cette proposition avec Marc .
4892	1	0.00	0.47	"Max , dans le civil directeur général d'Europavia (dont le siège est près de chez lui), société filiale de GBL et de l'"" Office général d'aviation "" français, fut sollicité mardi par des confrères pour expliquer son rôle dans l'affaire Agusta."
5412	1	0.00	0.82	Avant cette conclusion aux allures de coup de théâtre, Marc était monté à la tribune.
5492	1	0.00	0.00	Ce témoin est Pierre , qui a déjà fait des déclarations - soumises à vérification - en décembre dernier.
5560	1	0.00	0.82	Marc est le seul responsable socialiste important, cité jusqu'ici à la barre des témoins.
5923	1	0.00	0.82	"Le département d'État restait très prudent, ce week-end, après les révélations faites par le "" Jean "" sur l'envoi prochain de milliers de soldats américains en Croatie afin d'aider à un éventuel retrait de la Forpronu."
5943	1	0.00	0.00	Marc m'avait déjà fait part de ses intentions à Washington.
6244	1	0.00	0.00	A Bruxelles, le doyen est Marc (Ganshoren) né le 5 novembre 1913 et le cadet est Max (Etterbeek), né le 6 mars 1958.
6934	1	0.00	0.00	L'assemblée est présidée par l'échevin qui en a la tutelle, en l'occurrence Marc .
7189	1	0.00	0.00	"Jean a également interrogé le ministre sur la notion de ""cohabitant"" en matière d'aide sociale."
7762	1	0.00	0.67	Jean réagissait aux propos du chef de l'Administration centrale , qui avait confirmé mardi la volonté de son parti de garder Pierre à la tête du gouvernement. (AFP.)
9087	1	0.00	0.00	Voilà la tâche qu'ont confiée les Français du Centre national de la recherche scientifique (CNRS) aux Brabançons wallons du Cirg dirigé par Max .
9175	1	0.00	0.00	Dans son époque Mazda, Tom , qui passa aussi deux saisons dans le giron de Nissan qu'il devrait rejoindre cette année pour disputer le championnat de Grande-Bretagne, pilota aussi le modèle groupe A de Warmbold.
9479	1	0.00	0.94	Il s'agit au contraire de préparer le choc institutionnel, intellectuel et culturel que nous avait un jour promis un certain Luc .
9925	1	0.00	0.00	Ce serait le cas si on acceptait la thèse de Luc .
10075	1	0.00	0.00	L'enquête effectuée détaille les modalités du transfert de Jean du club australien de Marconi au FC Brugeois.
10795	1	0.00	1.41	Il rappelle l'engagement pris le 27 décembre par Max de ne plus avoir recours aux bombardements, ainsi que l'annonce faite par les militaires qu'ils n'utiliseraient plus que des bombes avec guidage laser pour éviter les dommages collatéraux.
11087	1	0.00	1.15	Et comme Max lui-même pourrait bien s'être piégé en reprenant, l'été dernier, l'écharpe maïorale de Fourons, il n'est vraiment pas exclu que la flambée communautaire du moment puisse être éteinte sans trop de dégâts...
430	1	0.10	0.57	Grand connaisseur, Max a toujours assuré que, pour remporter à coup sûr l'élection, il fallait obtenir dès ce tour-là au moins 25 %.
443	1	0.10	0.57	Le championnat du monde 250 cc débutera réellement à Payerne, nous avait glissé Luc au soir du GP des Pays-Bas.
813	1	0.10	0.99	"Une chose est sûre: si le Parti socialiste "" existe "" encore après le 23 avril, c'est à Marc accédant au second tour qu'il en sera redevable."
1631	1	0.10	1.10	Quadragénaire effacé, franc-maçon (une qualité utile, semble-t-il, pour l'accession à cette fonction), licencié en droit, .Max est souvent apparu, aux dires de plusieurs témoignages recueillis au sein de la Smap, comme le porte-valise de Luc .
1785	1	0.10	0.99	Et Tom , depuis deux mois, a montré une détermination totale de ne pas laisser porter la moindre atteinte à cette Constitution alors que Jean était resté un peu dans le vague.
3024	1	0.10	0.99	S'il s'éloigne, avait prédit en substance Max à l'adresse des candidats de son parti, il y a peu, la place sera à prendre à l'aube du prochain millénaire.
4928	1	0.10	0.57	Ce n'est pas une consultation ponctuelle que nous demandons, réplique Max , mais un mécanisme permanent de concertation, pendant toute la durée du chantier...
5041	1	0.10	0.99	"La patate chaude renvoyée au suivant, Marc répond à la question essentielle : la ville de Binche pourra-t-elle retrouver "" ses "" congés?"
5074	1	0.10	1.29	"Et Marc avait annoncé de son vivant qu'autour de cette histoire-là, "" il allait donner un grand coup de pied dans la fourmilière ""."
5429	1	0.10	0.32	"Pierre a toutefois voulu aller plus loin pour "" belgiciser "" l'oeuvre : il a parcouru les mémoires de Luc comme celles de Tom mais s'est aussi inspiré du fameux Livre blanc et du rapport de la Commission d'enquête sur la question royale."
6094	1	0.10	0.32	En janvier 1989, le 19 si je ne me trompe, une réunion informelle s'est déroulée chez Luc , qui était alors vice-Premier.
6624	1	0.10	0.74	"Certains, comme ""Les nouvelles du dimanche matin"", colportent la rumeur que Tom pourrait monter à la présidence."
6857	1	0.10	0.32	Le Premier ministre Tom a indiqué qu'il avait fait part de cette décision au chef de l'OLP Jean lors d'une rencontre de deux heures au point de passage d'Erez, entre Israël et la bande de Gaza.
7234	1	0.10	0.32	"Pierre était l'hôte de l'émission ""Mise au point"", dimanche midi."
7380	1	0.10	0.32	"Après , c'est Max qui a très nettement marqué sa préférence, hier midi, au cours du ""Mise au point"" de la RTBF."
8108	1	0.10	0.32	"Luc sera, en radio, l'invité de ""Samedi Première"", de 11 h 30 à 12 h 30."
8379	1	0.10	0.57	La réalisation de ces réservoirs suppose aussi une concertation avec d'autres ministres de la Région wallonne, notamment avec Max .
8658	1	0.10	0.32	"Pierre a affirmé au ""Soir"" que sa position était celle de l'ensemble du CVP de Bruxelles:"
8683	1	0.10	0.88	Après le sacre de Max à Coxyde, le couronnement de l'ancien équipier de Tom à Eschenbach s'inscrirait d'ailleurs dans une certaine logique, celle qui veut que les marées hautes et basses se suivent même en un pays sans océan...
9512	1	0.10	0.32	L'avocat précise que l'entreprise de Max , qui emploie une centaine de personnes, concerne le secteur de l'éclairage public;
9584	1	0.10	0.32	Pierre avait prolongé le sien, en juin dernier à Orlando, jusqu'à la même échéance.
10229	1	0.10	1.10	Cinq jours de suspension ne mettront pas la carrière politique de Luc en péril.
10508	1	0.10	0.57	"Il n'est membre d'aucun parti, mais il est ""de sensibilité sociale-chrétienne"" et travaille à Petit-Rechain, le fief de Tom ."
10764	1	0.10	0.99	Celui qui était devenu le substitut attitré de Paula depuis janvier 92 est devenu trop indispensable au cabinet de Luc .
10779	1	0.10	1.20	En s'asseyant dans le fauteuil mayoral, Max a mis fin à 86 ans de pouvoir socialiste, mercredi, à Tubize.
70	1	0.20	0.63	Il entra, bientôt suivi par Marc et Luc , les autres éminences qui entourent Jean .
76	1	0.20	1.03	Après Jean , Pierre et Tom , c'est Marc qui débrouille les enjeux des élections du 21 mai.
635	1	0.20	0.79	Comme Pierre , qui avait connu deux échecs semblables dans ses assauts à la présidence de la République - dont un, face à de Gaulle, il y a 30 ans - le maire de Paris tente sa chance à nouveau.
1142	1	0.20	1.69	"Un papier chiffonné dans la poubelle de Luc et voilà les enquêteurs sur la piste d'une nouvelle "" affaire ""."
2066	1	0.20	1.03	Jeanne , à mon âge, faisait pareil, on n'a jamais eu à redire.
2582	1	0.20	1.32	Tous les comptes bancaires de Zurich concernés par l'affaire Agusta pourront être examinés par la justice belge : c'est la teneur de la décision du tribunal fédéral de Lausanne, qui estime que les enquêteurs doivent pouvoir faire la lumière sur un lien possible entre le dossier Agusta et l'assassinat de Luc .
